SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>تعالى<s>	<s>تعالى<s>	UC	UC	NA
<s>:<s>	<s>:<s>	UC	UC	NA
<s>ولن<s>	<s>ولن<s>	UC	UC	NA
<s>ترضى<s>	<s>ترضى<s>	UC	UC	NA
<s>عنك<s>	<s>عنك<s>	UC	UC	NA
<s>ليهود<s>	<s>ليهود<s>	UNK	UNK	OOV
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>النصارى<s>	<s>النصارى<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>تتبع<s>	<s>تتبع<s>	UC	UC	NA
<s>ملتهم<s>	<s>ملتهم<s>	UC	UC	NA
<s>قل<s>	<s>قل<s>	UC	UC	NA
<s>غن<s>	<s>عن<s>	OR	OR	CBR
<s>هدي<s>	<s>هدى<s>	OA	OA	CBR
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>الهدي<s>	<s>الهدى<s>	OA	OA	CBR
<s>وآمرنا<s>	<s>وأمرنا<s>	OH	OH	CBR
<s>لنسلم<s>	<s>لنسلم<s>	UC	UC	NA
<s>رب<s>	<s>رب<s>	MI	MI	OOV
<s>العالمين<s>	<s>العالمين<s>	UC	UC	NA
<s>/<s>	<s>/<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>الوضع<s>	<s>الوضع<s>	UC	UC	NA
<s>بالنسبة<s>	<s>بالنسبة<s>	UC	UC	NA
<s>لنا<s>	<s>لنا<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>أما<s>	<s>أما<s>	UC	UC	NA
<s>بالنسبة<s>	<s>بالنسبة<s>	UC	UC	NA
<s>لهم<s>	<s>لهم<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>ففكر<s>	<s>ففكر<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>حقوق<s>	<s>حقوق<s>	UC	UC	NA
<s>الكبش<s>	<s>الكبش<s>	UC	UC	NA
<s>الذي<s>	<s>الذي<s>	UC	UC	NA
<s>يربى<s>	<s>يربى<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>مزرعتك<s>	<s>مزرعتك<s>	UC	UC	NA
<s>تجد<s>	<s>تجد<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>لهذا<s>	<s>لهذا<s>	UC	UC	NA
<s>الكبش<s>	<s>الكبش<s>	UC	UC	NA
<s>أكثر<s>	<s>أكثر<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الحقوق<s>	<s>الحقوق<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>لك<s>	<s>لك<s>	UC	UC	NA
<s>لدى<s>	<s>لدى<s>	UC	UC	NA
<s>اليهودي<s>	<s>اليهودي<s>	UC	UC	NA

<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>مالوا<s>	<s>مالوا<s>	UNK	UNK	OOV
<s>غير<s>	<s>غير<s>	UC	UC	NA
<s>القوة<s>	<s>القوة<s>	UC	UC	NA
<s>المسلحة<s>	<s>المسلحة<s>	UC	UC	NA
<s>ليكسر<s>	<s>ليكسر<s>	UC	UC	NA
<s>عنوا<s>	<s>عنوا<s>	UNK	UNK	OOV
<s>ويبطل<s>	<s>ويبطل<s>	UC	UC	NA
<s>يقتل<s>	<s>يقتل<s>	UC	UC	NA
<s>الأبرياء<s>	<s>الأبرياء<s>	UC	UC	NA
<s>لازم<s>	<s>لازم<s>	UC	UC	NA
<s>نقوم<s>	<s>نقوم<s>	UC	UC	NA
<s>باعتقال<s>	<s>باعتقال<s>	UC	UC	NA
<s>رئساء<s>	<s>رؤساء<s>	OR	OR	CBR
<s>الأفرع<s>	<s>الأفرع<s>	UC	UC	NA
<s>الأمنية<s>	<s>الأمنية<s>	UC	UC	NA
<s>و<s>	<s>و<s>	O	O	OOV
<s>رئساء<s>	<s>رئساء<s>	O	O	OOV
<s>الشبيحة<s>	<s>الشبيحة<s>	UC	UC	NA
<s>الذين<s>	<s>الذين<s>	UC	UC	NA
<s>يعطون<s>	<s>يعطون<s>	UC	UC	NA
<s>الأوامر<s>	<s>الأوامر<s>	UC	UC	NA
<s>بقتل<s>	<s>بقتل<s>	UC	UC	NA
<s>المدنيين<s>	<s>المدنيين<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>منازلهم<s>	<s>منازلهم<s>	UC	UC	NA
<s>وإقامتهم<s>	<s>وإقامتهم<s>	UC	UC	NA
<s>ودوائرهم<s>	<s>ودوائرهم<s>	UC	UC	NA
<s>واصطيافهم<s>	<s>واصطيافهم<s>	UC	UC	NA
<s>والأماكن<s>	<s>والأماكن<s>	UC	UC	NA
<s>الترفيهية<s>	<s>الترفيهية<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>يلجأون<s>	<s>يلجؤون<s>	OR	OR	CBR
<s>إليها<s>	<s>إليها<s>	UC	UC	NA
<s>لنربكهم<s>	<s>لنربكهم<s>	UC	UC	NA
<s>ونزلزل<s>	<s>ونزلزل<s>	UC	UC	NA
<s>الأرض<s>	<s>الأرض<s>	UC	UC	NA
<s>تحت<s>	<s>تحت<s>	UC	UC	NA
<s>أقدامهم<s>	<s>أقدامهم<s>	UC	UC	NA
<s>شهدائنا<s>	<s>شهداءنا<s>	XC	XC	CBR
<s>مازالت<s>	<s>ما زالت<s>	MG	MG	CBR
<s>تصرخ<s>	<s>تصرخ<s>	UC	UC	NA
<s>أسقطوا<s>	<s>أسقطوا<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>إذا<s>	<s>إذا<s>	UC	UC	NA
<s>تريدنا<s>	<s>تريدنا<s>	XN	XN	OOV
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>نرضا<s>	<s>نرضى<s>	OA	OA	CBR
<s>عليكم<s>	<s>عليكم<s>	UC	UC	NA

<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>بد<s>	<s>بد<s>	UC	UC	NA
<s>وأن<s>	<s>وأن<s>	UC	UC	NA
<s>يحاكم<s>	<s>يحاكم<s>	UC	UC	NA
<s>البشير<s>	<s>البشير<s>	UC	UC	NA
<s>وأنا<s>	<s>وأنا<s>	UC	UC	NA
<s>أستغرب<s>	<s>أستغرب<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>القادة<s>	<s>القادة<s>	UC	UC	NA
<s>الأفارقة<s>	<s>الأفارقة<s>	UC	UC	NA
<s>الذين<s>	<s>الذين<s>	UC	UC	NA
<s>ساعدوه<s>	<s>ساعدوه<s>	UC	UC	NA
<s>أمام<s>	<s>أمام<s>	UC	UC	NA
<s>المحكمة<s>	<s>المحكمة<s>	UC	UC	NA
<s>وهومقاتل<s>	<s>وهومقاتل<s>	MG	MG	OOV
<s>أفارقة<s>	<s>أفارقة<s>	UC	UC	NA
<s>أنا<s>	<s>أنا<s>	UC	UC	NA
<s>أدعو<s>	<s>أدعو<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يشعر<s>	<s>يشعر<s>	UC	UC	NA
<s>بأنه<s>	<s>بأنه<s>	UC	UC	NA
<s>أفريقي<s>	<s>إفريقي<s>	XC	XC	CBR
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يتخلى<s>	<s>يتخلى<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>البشير<s>	<s>البشير<s>	UC	UC	NA
<s>ويتعاون<s>	<s>ويتعاون<s>	UC	UC	NA
<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>المحكمة<s>	<s>المحكمة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>آجل<s>	<s>أجل<s>	OH	OH	CBR
<s>اعتقال<s>	<s>اعتقال<s>	UC	UC	NA
<s>هذ<s>	<s>هذ<s>	UC	UC	NA
<s>الظالم<s>	<s>الظالم<s>	UC	UC	NA
<s>الذي<s>	<s>الذي<s>	UC	UC	NA
<s>شرد<s>	<s>شرد<s>	UC	UC	NA
<s>ملايين<s>	<s>ملايين<s>	OW	OW	OOV
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الأخوة<s>	<s>الإخوة<s>	OH	OH	CBR
<s>في<s>	<s>في<s>	UC	UC	NA
<s>جنوب<s>	<s>الجنوب<s>	XF	XF	CBR
<s>بدعوى<s>	<s>بدعوى<s>	UC	UC	NA
<s>أنهم<s>	<s>أنهم<s>	UC	UC	NA
<s>مسيحيين<s>	<s>مسيحيون<s>	XC	XC	CBR
<s>وهونفسه<s>	<s>وهونفسه<s>	MG	MG	OOV
<s>شردملايين<s>	<s>شردملايين<s>	X	X	OOV
<s>من<s>	<s>من<s>	UC	UC	NA
<s>حفظة<s>	<s>حفظة<s>	UC	UC	NA
<s>القرآن<s>	<s>القرآن<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>دارفور<s>	<s>دارفور<s>	UC	UC	NA

<s>يجب<s>	<s>يجب<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يفهم<s>	<s>يفهم<s>	UC	UC	NA
<s>الأكراد<s>	<s>الأكراد<s>	UC	UC	NA
<s>أنهم<s>	<s>أنهم<s>	UC	UC	NA
<s>لن<s>	<s>لن<s>	UC	UC	NA
<s>يتحصلوا<s>	<s>يتحصلوا<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>شبر<s>	<s>شبر<s>	UC	UC	NA
<s>واحد<s>	<s>واحد<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>إيران<s>	<s>إيران<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>من<s>	<s>من<s>	SP	SP	OOV
<s>تركيا<s>	<s>تركيا<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>يجب<s>	<s>يجب<s>	SP	SP	OOV
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يخسروا<s>	<s>يخسروا<s>	UC	UC	NA
<s>العرب<s>	<s>العرب<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أكرر<s>	<s>أكرر<s>	UC	UC	NA
<s>كلام<s>	<s>كلام<s>	UC	UC	NA
<s>رقم<s>	<s>رقم<s>	UC	UC	NA
<s>4<s>	<s>4<s>	UC	UC	NA
<s>:<s>	<s>:<s>	UC	UC	NA
<s>عليكم<s>	<s>عليكم<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تضعوا<s>	<s>تضعوا<s>	UC	UC	NA
<s>أيدكم<s>	<s>أيديكم<s>	OM	OM	CBR
<s>بيد<s>	<s>بيد<s>	UC	UC	NA
<s>أخوتكم<s>	<s>إخوتكم<s>	OH	OH	CBR
<s>العرب<s>	<s>العرب<s>	UC	UC	NA
<s>والأتراك<s>	<s>والأتراك<s>	UC	UC	NA
<s>المسلمين<s>	<s>المسلمين<s>	UC	UC	NA
<s>كي<s>	<s>كي<s>	UC	UC	NA
<s>تكونوا<s>	<s>تكونوا<s>	UC	UC	NA
<s>فعلا<s>	<s>فعلا<s>	UC	UC	NA
<s>أحفاد<s>	<s>أحفاد<s>	UC	UC	NA
<s>صلاح<s>	<s>صلاح<s>	UC	UC	NA
<s>الدين<s>	<s>الدين<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الآسي<s>	<s>الآسي<s>	UNK	UNK	OOV
<s>و<s>	<s>و<s>	O	O	OOV
<s>الآسف<s>	<s>الآسف<s>	O	O	OOV
<s>يحفران<s>	<s>يحفران<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قلبي<s>	<s>قلبي<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>يجري<s>	<s>يجري<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>أنني<s>	<s>أنني<s>	UC	UC	NA
<s>أقول<s>	<s>أقول<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الذين<s>	<s>الذين<s>	UC	UC	NA
<s>احنوا<s>	<s>احنوا<s>	OH	OH	OOV
<s>رؤوسهم<s>	<s>رؤوسهم<s>	UC	UC	NA
<s>للأعداء<s>	<s>للأعداء<s>	UC	UC	NA
<s>لن<s>	<s>لن<s>	UC	UC	NA
<s>يروا<s>	<s>يروا<s>	UC	UC	NA
<s>الآمن<s>	<s>الأمن<s>	OH	OH	CBR
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الأمان<s>	<s>الأمان<s>	SP	SP	OOV
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>بإخراجهم<s>	<s>بإخراجهم<s>	UC	UC	NA
<s>الأعداء<s>	<s>الأعداء<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>تطهير<s>	<s>تطهير<s>	SP	SP	OOV
<s>البلاد<s>	<s>البلاد<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الحكم<s>	<s>الحكم<s>	SP	SP	OOV
<s>بالقانون<s>	<s>بالقانون<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الإسلام<s>	<s>الإسلام<s>	SP	SP	OOV
<s>الفاعل<s>	<s>الفاعل<s>	UC	UC	NA
<s>معروف<s>	<s>معروف<s>	UC	UC	NA
<s>والتهمة<s>	<s>والتهمة<s>	UC	UC	NA
<s>ستوجه<s>	<s>ستوجه<s>	UC	UC	NA
<s>للقاعدة<s>	<s>للقاعدة<s>	UC	UC	NA
<s>معروفة<s>	<s>معروفة<s>	UC	UC	NA
<s>أيضا<s>	<s>أيضا<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الضحايا<s>	<s>الضحايا<s>	SP	SP	OOV
<s>معروفون<s>	<s>معروفون<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>العراقي<s>	<s>العراقي<s>	UC	UC	NA

<s>منذ<s>	<s>منذ<s>	UC	UC	NA
<s>متى<s>	<s>متى<s>	UC	UC	NA
<s>أصبح<s>	<s>أصبح<s>	UC	UC	NA
<s>التهريب<s>	<s>التهريب<s>	UC	UC	NA
<s>شيء<s>	<s>شيئا<s>	XC	XC	CBR
<s>شرعي<s>	<s>شرعيا<s>	XC	XC	CBR
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>قانوني<s>	<s>قانونيا<s>	XC	XC	CBR
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>شيء<s>	<s>شيء<s>	UC	UC	NA
<s>غير<s>	<s>غير<s>	UC	UC	NA
<s>قانوني<s>	<s>قانوني<s>	UC	UC	NA
<s>فهو<s>	<s>فهو<s>	UC	UC	NA
<s>حرام<s>	<s>حرام<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>الأمريكان<s>	<s>الأمريكان<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>اليوم<s>	<s>اليوم<s>	UC	UC	NA
<s>يقتل<s>	<s>يقتلوا<s>	XN	XN	CBR
<s>بالمئات<s>	<s>بالمئات<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>والافغنستان<s>	<s>والافغنستان<s>	UNK	UNK	OOV
<s>فيحل<s>	<s>فيحل<s>	UC	UC	NA
<s>لهم<s>	<s>لهم<s>	UC	UC	NA
<s>أما<s>	<s>أما<s>	UC	UC	NA
<s>تركيا<s>	<s>تركيا<s>	UC	UC	NA
<s>تحافظ<s>	<s>تحافظ<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الآمن<s>	<s>أمن<s>	SW	SW	CBR
<s>بلدها<s>	<s>بلدها<s>	UC	UC	NA
<s>فهذا<s>	<s>فهذا<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يجوز<s>	<s>يجوز<s>	UC	UC	NA
<s>والبشمركة<s>	<s>والبشمركة<s>	UC	UC	NA
<s>قتلت<s>	<s>قتلت<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الفلوجة<s>	<s>الفلوجة<s>	UC	UC	NA
<s>والنجف<s>	<s>والنجف<s>	UC	UC	NA
<s>بجانب<s>	<s>بجانب<s>	UC	UC	NA
<s>القوات<s>	<s>القوات<s>	UC	UC	NA
<s>الأمريكية<s>	<s>الأمريكية<s>	UC	UC	NA
<s>فهذا<s>	<s>فهذا<s>	UC	UC	NA
<s>شرعي<s>	<s>شرعي<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>قانوني<s>	<s>قانوني<s>	SP	SP	OOV
<s>لأنهم<s>	<s>لأنهم<s>	UC	UC	NA
<s>الأكراد<s>	<s>الأكراد<s>	UC	UC	NA
<s>يقتلون<s>	<s>يقتلون<s>	UC	UC	NA
<s>المسلمين<s>	<s>المسلمين<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>العرب<s>	<s>العرب<s>	UC	UC	NA

<s>آل<s>	<s>آل<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يمكن<s>	<s>يمكن<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يتركوا<s>	<s>يتركوا<s>	UC	UC	NA
<s>الحكم<s>	<s>الحكم<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>لو<s>	<s>لو<s>	UC	UC	NA
<s>ضحوابالعلويين<s>	<s>ضحوابالعلويين<s>	MG	MG	OOV
<s>وبنصف<s>	<s>وبنصف<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>هؤلاء<s>	<s>هؤلاء<s>	UC	UC	NA
<s>متورطون<s>	<s>متورطون<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قضايا<s>	<s>قضايا<s>	UC	UC	NA
<s>إجرامية<s>	<s>إجرامية<s>	UC	UC	NA
<s>كبيرة<s>	<s>كبيرة<s>	UC	UC	NA
<s>وقضايا<s>	<s>وقضايا<s>	UC	UC	NA
<s>فساد<s>	<s>فساد<s>	UC	UC	NA
<s>هائلة<s>	<s>هائلة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>البقاء<s>	<s>البقاء<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>السلطة<s>	<s>السلطة<s>	UC	UC	NA
<s>بالنسبة<s>	<s>بالنسبة<s>	UC	UC	NA
<s>لهذه<s>	<s>لهذه<s>	UC	UC	NA
<s>العائلة<s>	<s>العائلة<s>	UC	UC	NA
<s>المجرمة<s>	<s>المجرمة<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>مسألة<s>	<s>مسألة<s>	UC	UC	NA
<s>حياة<s>	<s>حياة<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>موت<s>	<s>موت<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>لن<s>	<s>لن<s>	UC	UC	NA
<s>يقتلع<s>	<s>يقتلع<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>العائلة<s>	<s>العائلة<s>	UC	UC	NA
<s>الفاسدة<s>	<s>الفاسدة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الحكم<s>	<s>الحكم<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>القوة<s>	<s>القوة<s>	UC	UC	NA
<s>العسكرية<s>	<s>العسكرية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>المجرم<s>	<s>المجرم<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>زال<s>	<s>زال<s>	UC	UC	NA
<s>يستقوي<s>	<s>يستقوي<s>	UC	UC	NA
<s>بحلفاءه<s>	<s>بحلفاءه<s>	XC	XC	OOV
<s>ولكنه<s>	<s>ولكنه<s>	UC	UC	NA
<s>بين<s>	<s>بين<s>	UC	UC	NA
<s>ليلة<s>	<s>ليلة<s>	UC	UC	NA
<s>وضحاها<s>	<s>وضحاها<s>	UC	UC	NA
<s>سيجد<s>	<s>سيجد<s>	UC	UC	NA
<s>نفسه<s>	<s>نفسه<s>	UC	UC	NA
<s>وحيدا<s>	<s>وحيدا<s>	UC	UC	NA
<s>والثوار<s>	<s>والثوار<s>	UC	UC	NA
<s>يحيطون<s>	<s>يحيطون<s>	UC	UC	NA
<s>به<s>	<s>به<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>طرف<s>	<s>طرف<s>	UC	UC	NA
<s>ولن<s>	<s>ولن<s>	UC	UC	NA
<s>يجد<s>	<s>يجد<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>ذلك<s>	<s>ذلك<s>	UC	UC	NA
<s>الوقت<s>	<s>الوقت<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>حليف<s>	<s>حليفا<s>	XC	XC	CBR
<s>ينفعه<s>	<s>ينفعه<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>صاحب<s>	<s>صاحب<s>	XC	XC	OOV
<s>يشفع<s>	<s>يشفع<s>	UC	UC	NA
<s>له<s>	<s>له<s>	UC	UC	NA
<s>لأنه<s>	<s>لأنه<s>	UC	UC	NA
<s>نظام<s>	<s>نظام<s>	UC	UC	NA
<s>ساقط<s>	<s>ساقط<s>	UC	UC	NA
<s>منتهى<s>	<s>منتهي<s>	OA	OA	CBR
<s>،<s>	<s>،<s>	UC	UC	NA
<s>وهو<s>	<s>وهو<s>	UC	UC	NA
<s>كلما<s>	<s>كلما<s>	UC	UC	NA
<s>حوصر<s>	<s>حوصر<s>	UC	UC	NA
<s>أكثر<s>	<s>أكثر<s>	UC	UC	NA
<s>مارس<s>	<s>مارس<s>	UC	UC	NA
<s>الأجرام<s>	<s>الإجرام<s>	OH	OH	CBR
<s>بشكل<s>	<s>بشكل<s>	UC	UC	NA
<s>أكبر<s>	<s>أكبر<s>	UC	UC	NA
<s>وفي<s>	<s>وفي<s>	UC	UC	NA
<s>نهاية<s>	<s>نهاية<s>	UC	UC	NA
<s>المطاف<s>	<s>المطاف<s>	UC	UC	NA
<s>سوف<s>	<s>سوف<s>	UC	UC	NA
<s>ينهار<s>	<s>ينهار<s>	UC	UC	NA
<s>بشكل<s>	<s>بشكل<s>	UC	UC	NA
<s>مفاجئ<s>	<s>مفاجئ<s>	UC	UC	NA
<s>تاركا<s>	<s>تاركا<s>	UC	UC	NA
<s>عصاباته<s>	<s>عصاباته<s>	UC	UC	NA
<s>ضالة<s>	<s>ضالة<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الشوارع<s>	<s>الشوارع<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>فصيل<s>	<s>فصيل<s>	UC	UC	NA
<s>م<s>	<s>م<s>	SP	SP	OOV
<s>قاوم<s>	<s>قاوم<s>	SP	SP	OOV
<s>مهما<s>	<s>مهما<s>	UC	UC	NA
<s>كان<s>	<s>كان<s>	UC	UC	NA
<s>التزامه<s>	<s>التزامه<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>غيرته<s>	<s>غيرته<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>حميته<s>	<s>حميته<s>	SP	SP	OOV
<s>على<s>	<s>على<s>	UC	UC	NA
<s>بلده<s>	<s>بلده<s>	UC	UC	NA
<s>ي<s>	<s>ي<s>	SP	SP	OOV
<s>خطئ<s>	<s>خطئ<s>	SP	SP	OOV
<s>بل<s>	<s>بل<s>	UC	UC	NA
<s>يرتكب<s>	<s>يرتكب<s>	UC	UC	NA
<s>أفظع<s>	<s>أفظع<s>	UC	UC	NA
<s>المآثم<s>	<s>المآثم<s>	UC	UC	NA
<s>عندما<s>	<s>عندما<s>	UC	UC	NA
<s>يقتل<s>	<s>يقتل<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>طرف<s>	<s>طرف<s>	UC	UC	NA
<s>آخر<s>	<s>آخر<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>أبناء<s>	<s>أبناء<s>	UC	UC	NA
<s>بلده<s>	<s>بلده<s>	UC	UC	NA
<s>مهما<s>	<s>مهما<s>	UC	UC	NA
<s>اختلف<s>	<s>اختلف<s>	UC	UC	NA
<s>معه<s>	<s>معه<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الرؤيا<s>	<s>الرؤيا<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>المسار<s>	<s>المسار<s>	SP	SP	OOV
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>لأن<s>	<s>لأن<s>	UC	UC	NA
<s>حياة<s>	<s>حياة<s>	UC	UC	NA
<s>المواطينين<s>	<s>المواطينين<s>	OD	OD	OOV
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>أغلى<s>	<s>أغلى<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>أكثر<s>	<s>أكثر<s>	SP	SP	OOV
<s>قيمة<s>	<s>قيمة<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>حياة<s>	<s>حياة<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>بلد<s>	<s>بلد<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>خاصة<s>	<s>خاصة<s>	SP	SP	OOV
<s>اللذين<s>	<s>الذين<s>	OD	OD	CBR
